Longitude,Latitude,Location
11.652663303405486,50.02422929740559,EY
12.173097698744595,49.317978406480414,EZ
10.985150718502172,49.99803888117308,FA
13.38625425589113,48.67241890176097,FB
12.561303217809563,47.97798101281644,FC
12.73253762498711,48.715477229677404,FD
10.98203932916069,48.61480314458518,FE
10.363684611851845,48.6398910806605,FF
13.025372894256831,49.01423107288101,FG
13.356808564279923,48.94245256215479,FH
10.61712568237033,49.66637960924463,FI
10.563164410790561,50.02443214290632,FJ
12.414188891047594,49.333830102312696,FK
11.99867228785356,48.7639315714956,FL
12.65679187255507,49.17371286571149,FM
11.596561149537186,47.98386962971833,FN
9.854524681771183,50.00662089909389,FO
9.170169343235722,50.07737917990508,FP
13.28915744304998,48.36779912456768,FQ
12.065274432563314,49.749333986763475,FR
10.628999567163444,49.01909375770524,FS
10.150318287306154,50.21319352544748,FT
12.239886151930527,48.33111334101008,FU
11.539666839953474,49.7591527942773,FV
10.279766514410683,47.94626372037709,FW
12.943422970787102,48.428039394406035,FX
12.642099502287907,48.318627509720464,FY
11.772430154300785,48.31301315451762,FZ
11.796461250521507,48.99102878001848,GA
12.169415063690456,50.06086597368471,GB
10.898704419564416,50.18876471818979,GC
10.508319121244996,48.93747015557246,GD
12.820946488973197,48.63441152131808,GE
10.794938510990056,48.79682848051672,GF
13.329959273131372,48.49547946963407,GG
12.734561882564861,48.01784222594742,GH
9.732307109763003,50.09357155901686,GI
10.741448583963937,48.520550598970175,GJ
12.34394817741728,48.84673951592833,GK
12.877037874264555,48.76798544229015,GL
10.071284770899094,49.727639477752966,GM
10.474444306315382,47.731183079115624,GN
11.368592929454762,50.284436413273156,GO
11.116813705065205,49.873843471941974,GP
10.783271389895713,49.851154952353895,GQ
12.631242589893294,49.37152796332083,GR
10.50240341358712,49.565841053949434,GS
11.669113283232694,48.71965515709305,GT
11.21300988506458,47.629022036111266,GU
11.316145709896325,47.9415807974932,GV
11.60436723942079,48.569039826237436,GW
11.050939680561427,49.66431106980126,GX
11.558079323190032,49.36270373188998,GY
10.916883807122213,47.78120306317484,GZ
11.889043434725679,49.109694534714635,HA
10.513692713364314,50.29727330480351,HB
10.693426850528175,48.368380181706264,HC
11.546457633683785,48.438990702903844,HD
12.014961361079758,48.644699660702436,HE
11.846427695823913,47.7423559085349,HF
10.881951139759831,49.29675410784916,HG
13.578238063149234,48.73205843137501,HH
11.999041817805452,47.95786692253142,HI
11.127054472023667,48.720141154503104,HJ
10.25874841639989,50.42881100007678,HK
10.032442327221661,47.64283848418814,HL
12.121869078405519,49.19683595897749,HM
9.978162374698446,49.52256458650051,HN
9.259678330877557,49.674904607852184,HO
10.403636002842196,49.34734850676207,HP
12.83201206255496,48.90458946619286,HQ
11.470520429962605,48.918868572451274,HR
11.037106389394976,48.381985959210695,HS
10.734540779418385,48.03140725199913,HT
11.744407647952674,48.861948107150646,HU
11.935083853284791,49.87194404413641,HV
11.459150367338482,47.84311455849015,HW
11.094216307592333,47.7723696580107,HX
10.973091433122386,49.13773246948953,HY
12.210527525339247,48.764888443540386,HZ
11.778546170731214,50.109304252596644,IA
13.030114630243213,48.71281958093347,IB
12.172123313530154,48.46118771500886,IC
12.106001679888415,50.16759992105273,ID
11.230334743045127,50.19622320383102,IE
11.354308171221087,49.51941832899438,IF
10.07224151593359,49.97230760640821,IG
11.178410677240379,49.31477347770722,IH
11.472342504549246,50.03918352970025,II
12.26659145073763,49.96383676394838,IJ
10.59168007307358,48.65078137753365,IK
12.415002098636567,49.44748149657845,IL
11.465898999296332,49.18967254084778,IM
12.310794978690247,48.20287068127221,IN
11.204927104712489,48.58717032457505,IO
10.959790782375354,48.934710431135606,IP
11.7189101584522,49.86787457934556,IQ
12.03082376100175,48.33884166291121,IR
10.182816424372456,50.312541003305704,IS
10.161866632742203,48.428428464426354,IT
11.189384683211648,48.09639011033621,IU
13.342232074587614,48.80030426740842,IV
12.68575558990175,48.97317697560405,IW
12.358167674581486,49.83413098924787,IX
10.43665238472697,49.88204403486519,IY
12.875491730299531,47.80397499346627,IZ
10.233132005656117,49.689926317572,JA
10.498665975708043,48.38884159811333,JB
12.992270954687479,48.83860286808674,JC
11.2657230409529,47.49018291350717,JD
12.598539165386587,48.665018342156515,JE
12.562771277839618,48.549431603678684,JF
12.465333261965846,49.154640323815116,JG
10.416566531133837,48.554617461536196,JH
11.758737821331982,48.216888860551215,JI
11.953421607954219,49.63458579730929,JJ
9.074329241028702,49.91573673005603,JK
11.761852024600774,50.34965527651591,JL
10.415713057529885,47.85315267135221,JM
10.511746781936823,49.27734420977889,JN
10.764309903576969,49.97731724121599,JO
12.15110107099967,48.12256324396682,JP
10.646676482849564,47.93388508643738,JQ
9.590985045664176,49.97261900270021,JR
13.708330629352693,48.587345870595136,JS
10.33014418080398,47.647338566672204,JT
10.196324026073153,48.1319063509493,JU
12.127459660947089,47.67148510937403,JV
9.560507318401166,49.83511342671459,JW
12.511778962372858,48.17824890465656,JX
9.921758529037174,49.894324489045026,JY
10.584297298546192,49.163901875472355,JZ
11.104349453856917,47.97458734851568,KA
10.238460538310484,49.43542433086946,KB
12.5517379007802,48.80244953752209,KC
10.733605560639845,48.13084039757183,KD
10.718885229797879,49.59363331439244,KE
12.400572246376942,47.930265836838515,KF
11.353170716219982,48.96757901618239,KG
10.800197589337737,49.37595268666344,KH
10.655911175556508,49.77296388064488,KI
11.918316966205534,48.88136759048825,KJ
11.768855926281553,47.91939951574189,KK
10.252045846372761,47.4352298556652,KL
12.561347595905351,48.42426290386749,KM
11.567559756689452,48.81146718841526,KN
